"ENSEMBL","SYMBOL","GENENAME","REFSEQ","ENTREZID","STRING_id","GOSLIM_IDS","ProbesetID","count_ENTREZID_mappings","Ecol_K-12MG1655_1G_CTRL_Rep1","Ecol_K-12MG1655_1G_CTRL_Rep2","Ecol_K-12MG1655_1G_CTRL_Rep3","Ecol_K-12MG1655_1G_CTRL_Rep4","Ecol_K-12MG1655_uG_Clinorotation_Rep1","Ecol_K-12MG1655_uG_Clinorotation_Rep2","Ecol_K-12MG1655_uG_Clinorotation_Rep3","Ecol_K-12MG1655_uG_Clinorotation_Rep4"
NA,"ECs0569|hyi","hydroxypyruvate isomerase",NA,"915783|946186",NA,"GO:0008152|GO:0046487|GO:0008903|GO:0016853|GO:0042803","1764344_s_at",2,8.20139373735739,7.9946224303323,8.21305971309089,8.32364056634943,8.21487223371298,8.18006136318962,8.33678753700549,8.56165288633831
NA,NA,NA,NA,NA,NA,NA,"1764345_x_at",0,3.25003835545481,2.99909370701644,3.74441111283975,4.1322632328059,3.33518023095777,3.67300421136295,3.34624353516435,4.41585699141296
NA,"ECs4566","hypothetical protein",NA,"915467",NA,NA,"1764346_at",1,1.19495240126878,1.70530465538479,1.19495240126878,1.61043385227018,1.44738133672542,1.04674771060186,1.06023487790624,1.00573569446587
NA,NA,NA,NA,NA,NA,NA,"1764347_at",0,4.3191207925953,4.3951825004093,4.45081957470935,4.48217330814006,4.61777722813301,4.43190522273722,4.22454804781402,4.40651491533091
NA,NA,NA,NA,NA,NA,NA,"1764348_at",0,2.96379403239052,2.98812977317703,3.55328556274351,3.0551476648063,3.58983020753516,2.77197184620897,3.13197060146468,2.81753525410772
NA,"ECs5038|yjbQ","hypothetical protein|thiamine phosphate synthase",NA,"914297|948561",NA,NA,"1764349_s_at",2,8.37322475283109,8.4445991904962,8.4647957830704,8.98158299732042,7.88672109076279,8.68932703200407,8.64125852773757,9.05001890642843
NA,NA,NA,NA,NA,NA,NA,"1764350_at",0,1.71209549226755,1.9101004992036,1.89255212202075,1.5133707769263,2.95933439139613,1.71209549226755,1.71209549226755,1.60950892907298
NA,"ECs2761","hypothetical protein",NA,"913776",NA,NA,"1764351_s_at",1,3.6430414749847,3.92294757772454,3.94789848144946,3.36808351483394,3.92121942499163,3.44205466382687,3.46034918339638,3.52480692163884
NA,NA,NA,NA,NA,NA,NA,"1764352_at",0,4.50466243336899,4.24868229367422,4.68012482769309,4.15053956231708,4.69033901739212,4.18031159166928,4.3693328252791,3.80709562048399
NA,"ECs2801","hypothetical protein",NA,"913032",NA,NA,"1764353_s_at",1,1.72187878263281,2.45046864835131,2.13969409329808,1.85936602562879,1.49964779538096,2.13551036110108,1.59393122885872,1.74081028663501
NA,NA,NA,NA,NA,NA,NA,"1764354_at",0,1.39224961883537,1.29331996648141,1.47278196618146,0.923277245772878,1.52519966745207,1.03721266507737,1.1451152758145,0.851674324221868
NA,"yfjK","radiation resistance protein; DEAD/H helicase-like protein; CP4-57 putative defective prophage",NA,"947111",NA,"GO:0010212|GO:0051607|GO:0005515","1764355_at",1,9.3852211260753,9.41711429715407,9.45500719726508,9.38043687751935,9.38461872449283,9.63512946104356,9.50202426015439,9.4193827230679
NA,"gspK","general secretory pathway component, cryptic",NA,"947831",NA,"GO:0006810|GO:0009306|GO:0015031|GO:0005886|GO:0016020|GO:0016021","1764356_at",1,8.74769750557589,8.73991649726959,8.65702592443287,8.89196225824409,8.71314514959269,8.73991649726959,8.72018600542892,8.74966808240074
NA,"argO","arginine transporter",NA,"947418",NA,"GO:0006810|GO:0006865|GO:0015809|GO:1902023|GO:1903826|GO:0005886|GO:0005887|GO:0016020|GO:0016021|GO:0015181","1764357_s_at",1,8.91197127676974,8.88594262091646,8.92055873488196,8.97621885650693,8.73634036130068,9.1467937516417,9.20043379862501,9.17995356159109
NA,NA,NA,NA,NA,NA,NA,"1764358_s_at",0,8.30211665805375,8.40996963717683,8.44168959413488,8.82550297781685,8.39632390353031,8.64025701276098,8.36890457552201,8.6318346252996
NA,"ECs4857|menA","1,4-dihydroxy-2-naphthoate octaprenyltransferase",NA,"915030|948418",NA,"GO:0009234|GO:0005886|GO:0005887|GO:0016020|GO:0016021|GO:0000287|GO:0004659|GO:0016740|GO:0046428","1764359_s_at",2,8.41656605851573,8.36409207705518,8.29356099693932,8.46407380050009,8.32517101520343,8.36695716071331,8.34822794403234,8.79287393847294
NA,NA,NA,NA,NA,NA,NA,"1764360_s_at",0,8.04581130801674,7.98291043604073,7.77789827542315,8.79147048298039,7.65565915527691,8.40402820200999,8.20388007721622,8.98735810705411
NA,"ECs1383","helicase",NA,"912547",NA,NA,"1764361_s_at",1,1.43831785146846,1.80948688420664,1.72654269973263,1.45637248202617,1.8993714894469,1.28489705747308,1.5792934944161,1.29331996648141
NA,"ECs3336|tmcA",NA,NA,"915260|946053",NA,"GO:0002101|GO:0008033|GO:0051391|GO:0005737|GO:0000049|GO:0000166|GO:0003723|GO:0005524|GO:0008080|GO:0016740|GO:0016746|GO:0051392","1764362_s_at",2,8.91915892470532,9.05012015716126,8.94197440634585,9.10993874794829,9.12572773077384,8.8126869034473,8.90983749955564,9.28346257672646
NA,"ECs2578|yecE","hypothetical protein|UPF0759 family protein",NA,"913980|946382",NA,NA,"1764363_s_at",2,8.44775148858709,8.46051361969858,8.48661090293831,8.71809580498596,8.53037747115238,8.60961940573812,8.59569417843394,8.62491814840319
NA,NA,NA,NA,NA,NA,NA,"1764364_s_at",0,2.21826152520902,1.88919036409866,2.42806910272333,1.83350757757847,2.25233401734582,2.01950652579503,1.95895120769274,2.17669042153499
NA,"ECs3648|gudX","glucarate dehydratase|glucarate dehydratase-related protein, substrate unknown",NA,"916543|947261",NA,"GO:0008152|GO:0009063|GO:0044248|GO:0003824|GO:0016829|GO:0046872","1764365_s_at",2,9.2258327343764,9.32055737046767,9.28368906522718,9.52671259288365,9.25852791733366,9.52761708674225,9.42472315296018,9.4421855916716
NA,"ybbC","putative immunity protein",NA,"945115",NA,NA,"1764366_at",1,8.15243246429945,8.12937984772252,8.11633580085996,6.65356389934496,8.24727966437521,6.98607103127522,7.87451871618837,6.75570451380012
NA,NA,NA,NA,NA,NA,NA,"1764367_at",0,1.86276595163595,2.13239989723155,2.0253541198722,1.55633083427089,1.88939300553815,1.45637248202617,1.32438114483914,1.58167429335792
NA,NA,NA,NA,NA,NA,NA,"1764368_s_at",0,8.81763327042188,8.87909537986555,8.81901175858417,8.97741370128351,8.65263650472203,8.67395922921091,8.7769723735778,8.55040095999016
NA,"ECs0840|ECs1646","tail assembly protein",NA,"913232|917579",NA,NA,"1764369_s_at",2,3.52342365104004,3.5373256071178,4.4563700199496,3.74231210838403,4.28918924105539,3.59404911982313,3.6855885956787,3.33183139247072
NA,"ECs3445|grcA","autonomous glycyl radical cofactor GrcA|autonomous glycyl radical cofactor",NA,"914881|947068",NA,"GO:0006567|GO:0008152|GO:0005737|GO:0005829|GO:0003824","1764370_s_at",2,7.51491821291836,7.42370292825473,7.4135006011942,7.03278585743864,7.1571564715889,7.54623030704537,7.67702950781801,7.35259634578527
NA,"bfr","bacterioferritin, iron storage and detoxification protein",NA,"947839",NA,"GO:0006826|GO:0006879|GO:0006880|GO:0055114|GO:0005829|GO:0016020|GO:0004322|GO:0005506|GO:0008199|GO:0016491|GO:0020037|GO:0042802|GO:0046872","1764371_s_at",1,8.9715235158516,8.99704198774156,9.03702091861029,8.32608037790096,9.00041309945831,8.85752175570572,8.87068551520778,8.87384239646922
NA,NA,NA,NA,NA,NA,NA,"1764372_s_at",0,8.27981545001494,8.31890323552173,8.15591129640621,8.09222437213551,8.1743467660993,7.92189721584208,8.1954683467163,7.8208276516568
NA,NA,NA,NA,NA,NA,NA,"1764373_s_at",0,6.59826114380855,6.33806431909787,6.53519971695078,6.52570296466412,6.82758960169083,5.6734630089745,6.48135130190441,6.48571712042315
NA,"ECs4154|rsmB",NA,NA,"915991|947789",NA,"GO:0006355|GO:0006364|GO:0031167|GO:0032259|GO:0070475|GO:0005737|GO:0005829|GO:0003723|GO:0008168|GO:0008649|GO:0009383|GO:0016434|GO:0016740","1764374_s_at",2,8.52564109195712,8.42424205994159,8.57921224912548,8.58734133340946,8.32799517716344,8.83948751058518,8.69700372944858,8.59669092166391
NA,NA,NA,NA,NA,NA,NA,"1764375_at",0,1.38680145479323,1.15888185325099,0.930466827920693,0.91587496155759,1.77934432878278,0.882439007667993,1.2283260110234,1.24976344002327
NA,"ECs1100","holin",NA,"912580",NA,"GO:0016020|GO:0016021","1764376_x_at",1,1.14684108902515,1.23448633511365,2.36569617242428,1.39686319577826,1.85228503523904,1.32286287925083,1.35134373473919,1.86421498655378
NA,"yfcR","putative fimbrial-like adhesin protein",NA,"946818",NA,"GO:0007155|GO:0009289","1764377_at",1,8.4029889481799,8.39701800220524,8.44976785460251,8.40025372124041,8.29285713231473,8.4295982755719,8.40641756735451,8.31852878378761
NA,"ECs0762","glutamate mutase E",NA,"917492",NA,"GO:0008152|GO:0019553|GO:0019670|GO:0003824|GO:0016853|GO:0016866|GO:0031419|GO:0050097","1764378_s_at",1,2.04970959829999,1.79877339863114,1.85774715305487,1.67659759173084,1.72560616248191,1.61552434642391,1.92003030281029,1.07189943392653
NA,NA,NA,NA,NA,NA,NA,"1764379_at",0,3.55724273366667,3.45967873384357,3.78919515976536,3.25124991633123,3.43625181253681,3.35419346023247,3.39432246794869,3.24304571119445
NA,"bglG","transcriptional antiterminator of the bgl operon",NA,"948235",NA,"GO:0006351|GO:0006355|GO:0045893|GO:0003723|GO:0005515","1764380_s_at",1,8.55829401038861,8.44117054409873,8.42611382677262,9.01698909808364,8.4118588972764,8.80899460462585,8.62496730026209,9.07517014695884
NA,"atpF|ECs4678","F0 sector of membrane-bound ATP synthase, subunit b|ATP synthase F0F1 subunit B",NA,"915334|948247",NA,"GO:0006754|GO:0006810|GO:0006811|GO:0015986|GO:0015992|GO:0042777|GO:0005886|GO:0016020|GO:0016021|GO:0031225|GO:0045263|GO:0015078|GO:0046933|GO:0046961","1764381_s_at",2,9.16872758380809,9.12640625058618,9.10232864823359,8.59495202995816,9.2420056893487,8.98953759324747,9.07574432564382,8.95469950839255
NA,NA,NA,NA,NA,NA,NA,"1764382_s_at",0,2.69039572469522,3.26994685506627,2.94245527488905,2.67676528553429,3.23789172700729,2.56081992982381,2.43789891743389,2.30857597769957
NA,NA,NA,NA,NA,NA,NA,"1764383_at",0,2.64904445528064,2.13701735569028,2.44232037978891,2.67546481225183,2.52726012158491,2.52726012158491,2.81323364951959,2.00542021699201
NA,NA,NA,NA,NA,NA,NA,"1764384_at",0,2.22395770217784,2.09747915812196,2.15756319815941,1.85936602562879,3.05901482905179,2.07592579857816,2.48442595725012,2.15061753687896
NA,"ECs4959","hypothetical protein",NA,"914826",NA,"GO:0016020|GO:0016021","1764385_at",1,1.49471026912006,2.01519572265295,1.65758075790593,1.63739077921286,1.61090146326347,1.33658069643499,1.29331996648141,1.73844544540396
NA,NA,NA,NA,NA,NA,NA,"1764386_at",0,3.64589568106309,3.48780993718719,3.96192077191861,3.74519707514133,3.81328880853704,3.49247488706771,3.52506396027288,3.54594860515816
NA,"ECs4633","hypothetical protein",NA,"915403",NA,NA,"1764387_s_at",1,1.25801366288174,1.88357160010633,1.96449573662761,1.95361594038151,1.69613359357388,1.52532413823376,1.29331996648141,1.62213415011195
NA,"yfdP","CPS-53 (KpLE1) prophage; uncharacterized protein",NA,"945565",NA,NA,"1764388_s_at",1,9.14860194512638,9.09046831108054,9.16773026751027,9.50074515739524,9.11309365517549,9.41150065446323,9.19407712742286,9.3312180652254
NA,NA,NA,NA,NA,NA,NA,"1764389_s_at",0,8.52114679286296,8.66708926791577,8.48335009034538,8.65713442503817,8.5141263584896,8.45244552287875,8.45793265049281,8.37782165211482
NA,NA,NA,NA,NA,NA,NA,"1764390_s_at",0,8.06539936651706,8.07746257399914,8.12318103859257,8.17580006089598,8.08036860938311,8.3350980800343,8.17095715191545,8.20055980370349
NA,"ECs1215|ECs1623|rzpD","endopeptidase|DLP12 prophage; putative murein endopeptidase",NA,"912904|913261|945929",NA,"GO:0006508|GO:0008152|GO:0019835|GO:0042742|GO:0003824|GO:0008233|GO:0016787","1764391_s_at",3,9.50041170814343,9.52541625662707,9.45589660678944,8.76614610463023,9.75582732633185,8.67758667538693,9.16339086707395,8.78083400912969
NA,NA,NA,NA,NA,NA,NA,"1764392_at",0,3.08123445339419,3.16473344748435,3.25288543989074,2.65761669355404,2.69710872644171,2.77197184620897,2.97202696716059,2.52085128649995
NA,"ECs2473","lipoprotein",NA,"912674",NA,NA,"1764393_s_at",1,1.47618012171218,1.55881019984994,1.55881019984994,1.62342082040399,1.55881019984994,1.37029267495843,1.39643333918533,1.5767081562537
NA,NA,NA,NA,NA,NA,NA,"1764394_at",0,1.00509511821725,1.1499336764934,0.804296933497567,1.18075468819157,2.38356160066737,1.15075700884096,1.11725681079441,1.19878482909366
NA,"mepS|spr","murein DD-endopeptidase, space-maker hydrolase, mutational suppressor of prc thermosensitivity, outer membrane lipoprotein, weak murein LD-carboxypeptidase|outer membrane lipoprotein",NA,"916771|946686",NA,"GO:0000270|GO:0006508|GO:0009254|GO:0045227|GO:0071555|GO:0009279|GO:0016020|GO:0004175|GO:0008233|GO:0008234|GO:0016787","1764395_s_at",2,8.56731817823984,8.50070029543018,8.5702952694484,8.76596265949709,8.45590729316898,8.81464715009696,8.67888063567226,8.8960163077483
NA,"ECs4744","hypothetical protein",NA,"915184",NA,NA,"1764396_s_at",1,2.26298924873786,1.90330962717786,1.87467216555725,1.87467216555725,2.21414160471762,1.84603470393664,1.37752663305286,1.86035343474695
NA,"ECs2705|hchA","chaperone protein HchA|glyoxalase III and Hsp31 molecular chaperone",NA,"912670|946481",NA,"GO:0008152|GO:0010447|GO:0019243|GO:0019249|GO:0042026|GO:0051595|GO:0005737|GO:0005829|GO:0005515|GO:0008270|GO:0016787|GO:0016829|GO:0019172|GO:0046872|GO:0051082","1764397_s_at",2,8.23136723496417,8.29682302547565,8.26057787202377,8.70759070987739,8.32334954298423,8.42052644552604,8.41434189347806,8.57699240335956
NA,NA,NA,NA,NA,NA,NA,"1764398_s_at",0,9.79828797748936,9.81698623977178,9.76509454448167,8.11694484288243,9.91886417714629,8.9405315933513,9.6728573237105,8.24026062951624
NA,"ECs0006|yaaA","hypothetical protein|peroxide resistance protein, lowers intracellular iron",NA,"913395|944749",NA,"GO:0033194|GO:0005829","1764399_s_at",2,8.97066303556267,8.98215653848709,8.98412859364038,8.92950496447157,9.13457466174352,8.95042502780478,8.83272683544524,8.61086390540946
NA,NA,NA,NA,NA,NA,NA,"1764400_at",0,1.22232765654733,1.75274434070489,1.8404730829407,1.09176516621204,1.87681882470171,1.32580050694233,1.18168808281025,1.29331996648141
NA,NA,NA,NA,NA,NA,NA,"1764401_at",0,1.4959350624501,1.80014046379447,1.47998331839807,1.41429649401009,2.07309163191349,1.45681975679225,1.316799599195,1.21711284452274
NA,"ECs4881|pflC","pyruvate formate lyase II activase|putative [formate-C-acetyltransferase 2]-activating enzyme; pyruvate formate-lyase 1-activating enzyme",NA,"914995|948453",NA,"GO:0005975|GO:0006006|GO:0055114|GO:0005737|GO:0003824|GO:0016491|GO:0016829|GO:0043365|GO:0046872|GO:0051536|GO:0051539","1764402_s_at",2,8.89938981238981,8.83454780899259,8.94248816782002,8.49525523159717,8.97332871835277,8.76505235107034,8.87508807056272,8.78537861449589
NA,"thiE","thiamine-phosphate pyrophosphorylase|thiamine phosphate synthase (thiamine phosphate pyrophosphorylase)",NA,"914936|948491",NA,"GO:0009228|GO:0009229|GO:0005737|GO:0000287|GO:0003824|GO:0004789|GO:0016740|GO:0046872","1764403_s_at",2,8.64485625480395,8.57012382312926,8.44002979855686,8.92514881055625,8.51323925433327,8.91955004011905,8.77910213327633,8.72603812958794
NA,"cyoD|ECs0483","cytochrome o ubiquinol oxidase subunit IV",NA,"914585|944918",NA,"GO:0009060|GO:0015990|GO:0019646|GO:0055114|GO:0005886|GO:0005887|GO:0009319|GO:0016020|GO:0016021|GO:0008827|GO:0009055|GO:0009486|GO:0015078|GO:0015453|GO:0016491","1764404_s_at",2,8.04818239629143,7.99689696743776,8.07717026056936,7.97718283246692,7.63293727952879,8.02323175213312,8.05377572619435,7.88472928003461
NA,"chiQ|ECs0713","chitosugar-induced verified lipoprotein|hypothetical protein",NA,"917082|945713",NA,"GO:0005886|GO:0016020","1764405_s_at",2,8.67239832354062,8.4882035629383,8.5527074956609,7.87090455402598,8.64595521651102,8.32687898104187,8.58668326125137,8.28741702999665
NA,NA,NA,NA,NA,NA,NA,"1764406_s_at",0,8.87946082877833,8.83761593938046,8.95128891045657,9.03331044791748,8.82985181232858,8.89966328546202,8.89326202926661,8.83661009600978
NA,"evgS","hybrid sensory histidine kinase in two-component regulatory system with EvgA",NA,"946844",NA,"GO:0000160|GO:0007165|GO:0010447|GO:0016310|GO:0018106|GO:0023014|GO:0046777|GO:0005622|GO:0005886|GO:0016020|GO:0016021|GO:0000155|GO:0000166|GO:0004673|GO:0004871|GO:0005524|GO:0009927|GO:0016301|GO:0016740|GO:0016772","1764407_at",1,9.02688144979725,8.91733441111672,8.85801040833493,8.75344038216608,8.35448315192903,8.79078656631155,8.92779707789898,8.916654163771
NA,NA,NA,NA,NA,NA,NA,"1764408_at",0,3.30873040728722,3.03726505236676,3.24030207530502,3.80100591068558,2.79425816067337,3.80425357628206,3.52330636050781,3.30192589526858
NA,"ECs5204|ppa","inorganic pyrophosphatase",NA,"913899|948748",NA,"GO:0006796|GO:0005737|GO:0005829|GO:0016020|GO:0000287|GO:0004427|GO:0005515|GO:0008270|GO:0016787|GO:0046872|GO:0050355","1764409_s_at",2,8.98083932362482,8.91149204835718,8.97734051922164,8.18935675910018,9.16406645523923,8.62510357486571,8.73177539353758,8.47919728414022
NA,"ECs2038|ydcO","hypothetical protein|BenE family inner membrane putative transporter",NA,"917231|947247",NA,"GO:0042919|GO:0055085|GO:0005886|GO:0016020|GO:0016021|GO:0022857|GO:0042925","1764410_s_at",2,8.88246560999016,8.91965185019357,8.90302456361438,8.92792554162752,8.90767022164142,8.95422382598605,8.89359902948137,8.6689557269157
NA,"ECs3070|yejB","transport system permease|microcin C ABC transporter permease",NA,"916774|946679",NA,"GO:0006810|GO:0042884|GO:0055085|GO:0005886|GO:0005887|GO:0016020|GO:0016021|GO:0043190|GO:0022857|GO:0042626","1764411_s_at",2,8.71374524511287,8.60488950519922,8.73770183440115,8.85333027065944,8.64569250907826,9.15634662908036,8.82154647857414,8.56361671224884
NA,"ECs1953","methyltransferase",NA,"917152",NA,"GO:0009307|GO:0032259|GO:0090116|GO:0003886|GO:0008168|GO:0016740","1764412_s_at",1,1.50583650665979,1.48311276405351,1.37513945527069,1.38496633452184,1.71892870637599,1.30229297663645,1.1451152758145,1.12401675966413
NA,"ECs2566|mepM","hypothetical protein|murein DD-endopeptidase, space-maker hydrolase, septation protein",NA,"913569|946376",NA,"GO:0000270|GO:0000920|GO:0001896|GO:0006508|GO:0045227|GO:0071555|GO:0005886|GO:0005887|GO:0016020|GO:0016021|GO:0004175|GO:0004222|GO:0008233|GO:0008237|GO:0016787|GO:0046872","1764413_s_at",2,9.28164666953377,9.26077740628185,9.20536132771295,9.14963378451007,9.16622650163164,9.26322471377255,9.32202523279652,9.28845537230291
NA,NA,NA,NA,NA,NA,NA,"1764414_s_at",0,8.26587154854118,8.28966216421426,8.12213285468387,8.37290622956238,8.2033943054338,8.2028692121016,8.26080497802936,8.5906693780918
NA,"ECs3752","chlorohydrolase/aminohydrolase",NA,"916426",NA,"GO:0008152|GO:0016787|GO:0016810","1764416_s_at",1,4.52295400298861,4.29931303122915,4.70330488578838,4.36427616250326,4.39016980203472,4.68106848487436,4.63490525868414,4.66563451308141
NA,"ypjA","adhesin-like autotransporter",NA,"948630",NA,"GO:0007155|GO:0009279|GO:0016020|GO:0016021|GO:0019867","1764417_at",1,8.89390686410418,8.99122970559953,8.9119235393164,8.77208721434837,9.02948157056249,8.77558119742102,8.96618726199121,9.22763870865135
NA,NA,NA,NA,NA,NA,NA,"1764419_at",0,1.16013529012692,1.02024771566066,1.0754993270754,0.805362778057865,1.02011513252967,1.02865912357959,1.23132805145812,1.06827553591336
NA,NA,NA,NA,NA,NA,NA,"1764420_at",0,1.92472770317514,1.84807595559778,2.4333019682366,1.65796650205805,1.56070150512468,1.56476721866491,2.12478282412676,1.90477231785613
NA,NA,NA,NA,NA,NA,NA,"1764421_s_at",0,7.12113536920656,6.86206939532197,7.15840220689562,7.68634671749865,7.31069874991599,7.3426406292345,7.05105293985823,7.33435785520542
NA,"ECs0865|ybhM","hypothetical protein|BAX Inhibitor-1 family inner membrane protein",NA,"917605|949001",NA,"GO:0005886|GO:0016020|GO:0016021","1764422_s_at",2,9.04297825924231,9.05959813868618,9.21421958448872,8.22555252414051,9.2469614756279,8.47015608460597,8.92354947372244,8.31720224296911
NA,"ECs3382","anaerobic dimethyl sulfoxide reductase chain C",NA,"915203",NA,"GO:0019645|GO:0016020|GO:0016021","1764423_s_at",1,2.02140754913239,1.87836158404558,1.87836158404558,1.87836158404558,2.5874457056239,1.57163467571301,1.97513166269024,1.87836158404558
NA,"ogrK","orphan Ogr protein, positive regulator of P2 growth",NA,"945404",NA,"GO:0006351|GO:0006355","1764424_at",1,8.06958326177352,8.03071932600021,8.06103003832346,8.2342640004567,8.1820719816735,8.10674718010293,7.97756313344635,7.96975050456002
NA,"ECs4468|selA","selenocysteine synthase",NA,"915592|948124",NA,"GO:0001514|GO:0006412|GO:0016260|GO:0097056|GO:0005737|GO:0005829|GO:0003824|GO:0004125|GO:0016740|GO:0030170|GO:0042802","1764425_s_at",2,9.50938724185658,9.57058523762419,9.44861468458303,9.69299284460208,9.21698109483461,9.76296010431454,9.72036879830786,9.93584061250539
NA,"ECs1230","hypothetical protein",NA,"914028",NA,NA,"1764426_s_at",1,1.17116551886298,1.5428196917172,1.24270109549463,1.11691157453559,1.41924319569177,1.27745124809321,1.27745124809321,1.19551033076771
NA,"perR",NA,NA,"945417",NA,"GO:0006351|GO:0006355|GO:0003677|GO:0003700|GO:0042802","1764427_at",1,8.62681259176518,8.6542223488451,8.58925507973975,8.52782867163618,8.67201673261058,8.51281268993261,8.54206501344528,8.53799253298384
NA,"ECs1879","4-aminobutyrate aminotransferase",NA,"912688",NA,"GO:0009448|GO:0003824|GO:0003867|GO:0008483|GO:0016740|GO:0030170","1764428_s_at",1,3.13058917620436,3.23707466806594,3.70537435802,3.07089276229121,3.15546062191898,3.05160651668576,3.03655033503693,2.87888782447398
NA,"ECs1833|trpB","tryptophan synthase subunit beta|tryptophan synthase, beta subunit",NA,"912860|945768",NA,"GO:0000162|GO:0006568|GO:0008652|GO:0009073|GO:0005737|GO:0005829|GO:0004834|GO:0016829|GO:0030170|GO:0042802","1764429_s_at",2,8.51324115988034,8.50291002953024,8.44361416387045,8.44361416387045,8.54025630229933,8.60221622603527,8.55494113005591,8.42374484735774
NA,NA,NA,NA,NA,NA,NA,"1764430_at",0,2.58176661523692,2.37278492563975,2.52856888216595,2.68798480812466,3.33675998270192,2.31828978585694,2.50362360655134,3.08152405979087
NA,NA,NA,NA,NA,NA,NA,"1764431_s_at",0,5.89040795408937,5.44166647267685,5.70589977529364,5.95520443117147,6.03241944952759,5.28152339101281,6.02489705203456,5.65489550738364
NA,"ECs0921|ybjG","undecaprenyl pyrophosphate phosphatase",NA,"917663|945450",NA,"GO:0008360|GO:0009252|GO:0046677|GO:0071555|GO:0005886|GO:0016020|GO:0016021|GO:0016787|GO:0050380","1764432_s_at",2,7.90572241089527,7.89401439020672,7.90749292575874,7.75596498518267,7.75194750898185,7.64528496210148,8.10764259475953,7.92285405530537
NA,"ECs3436|rseC","SoxR reducing system protein RseC|SoxR iron-sulfur cluster reduction factor component",NA,"914892|947052",NA,"GO:0006979|GO:0005886|GO:0016020|GO:0016021","1764433_s_at",2,9.42802876438872,9.34873168709109,9.381211604267,8.5594132673225,9.34948780158931,9.11520040119695,9.24275538029119,8.30959680446305
NA,"gltD","glutamate synthase, 4Fe-4S protein, small subunit",NA,"947723",NA,"GO:0006537|GO:0006807|GO:0008652|GO:0055114|GO:0097054|GO:0005737|GO:0005829|GO:0004355|GO:0005515|GO:0016491|GO:0016639|GO:0046872|GO:0051536|GO:0051539","1764434_at",1,7.37412827739488,7.20456295284677,7.42437563599906,6.99437793376424,7.5573863911761,7.48737023389535,7.16563606828648,6.95369125570103
NA,"ECs3926|ygiC","synthetase/amidase|ATP-Grasp family ATPase",NA,"916245|947249",NA,"GO:0008152|GO:0000166|GO:0005524|GO:0016874|GO:0046872","1764435_s_at",2,8.48339289043807,8.35585537202889,8.50043920516771,8.52913403823344,8.53582672568806,8.65314615128338,8.63016294459634,8.89370943270179
NA,"ECs4118|yhdP","hypothetical protein|DUF3971-AsmA2 domains protein",NA,"916035|2847740",NA,NA,"1764436_s_at",2,8.76218441340823,8.76643092402714,8.88558140724489,9.19341523376887,8.68256715039606,9.0232371115145,9.03635594682158,9.20821373046192
NA,NA,NA,NA,NA,NA,NA,"1764437_at",0,2.05574870628139,2.25292933139788,1.93845891187199,2.00544561656605,2.81454235720709,2.31814445006587,1.86686708625694,2.30826268046634
NA,"araG","L-arabinose transporter ATP-binding protein|L-arabinose ABC transporter ATPase",NA,"913724|946408",NA,"GO:0006810|GO:0008152|GO:0008643|GO:0015749|GO:0005829|GO:0005886|GO:0016020|GO:0000166|GO:0005524|GO:0015407|GO:0016787|GO:0016887","1764438_s_at",2,8.81744333533324,8.92700503141934,8.78100148906967,9.01745283041231,8.68896585609784,9.0901519062505,8.83382674510829,9.225175419931
NA,"ECs0956|ltaE","L-threonine aldolase|L-allo-threonine aldolase, PLP-dependent",NA,"917698|944955",NA,"GO:0006520|GO:0005829|GO:0003824|GO:0008732|GO:0016829|GO:0030170|GO:0042802|GO:0050179","1764439_s_at",2,9.04490954041593,8.94266311533487,8.99557243350185,8.77975040797721,9.03474445861551,8.82942623865723,8.9667965985364,8.76584195266214
NA,NA,NA,NA,NA,NA,NA,"1764440_s_at",0,7.94961483058302,7.80438705102875,7.80096109982104,7.82845330606991,8.23721999263038,7.64121696331715,7.75638648193991,7.70713009150824
NA,"ECs0303",NA,NA,"914402",NA,"GO:0006260|GO:0006269|GO:0003677|GO:0003896|GO:0004386|GO:0008270","1764441_s_at",1,1.34751403417311,1.34751403417311,1.63418705374858,1.57096804239802,2.20773727865576,1.53469675572603,1.45156889031734,1.53855675220854
NA,"paaE",NA,NA,"945962",NA,"GO:0010124|GO:0055114|GO:0009055|GO:0016491|GO:0046872|GO:0050660|GO:0051536|GO:0051537","1764442_at",1,9.5422965177424,9.60705518826183,9.55692615459228,9.17119117293224,9.59480707956225,9.22319138181558,9.4750332699713,9.17952482606754
NA,"ECs2896|gatB","PTS system galactitol-specific transporter subunit IIB|galactitol-specific enzyme IIB component of PTS",NA,"916598|946610",NA,"GO:0006810|GO:0008643|GO:0009401|GO:0015796|GO:0019402|GO:0034219|GO:0005737|GO:0005829|GO:0008982|GO:0016740|GO:0090563|GO:0090584","1764443_s_at",2,7.85371850344969,7.71304486275583,7.87581650999331,7.44905629062807,7.72774086791106,7.57368072833894,7.94690148248693,7.47465513540573
NA,NA,NA,NA,NA,NA,NA,"1764444_s_at",0,7.5028409027195,7.51502912360302,7.58876302874288,7.37333905387658,7.80012061037694,7.4804706453032,7.25827720577087,7.6154698215487
